ein,company_name,city,state,country,deductability_code,efile,tax_pd,subseccd,s501c3or4947a1cd,schdbind,politicalactvtscd,lbbyingactvtscd,subjto6033cd,dnradvisedfundscd,prptyintrcvdcd,maintwrkofartcd,crcounselingqstncd,hldassetsintermpermcd,rptlndbldgeqptcd,rptinvstothsecd,rptinvstprgrelcd,rptothasstcd,rptothliabcd,sepcnsldtfinstmtcd,sepindaudfinstmtcd,inclinfinstmtcd,operateschools170cd,frgnofficecd,frgnrevexpnscd,frgngrntscd,frgnaggragrntscd,rptprofndrsngfeescd,rptincfnndrsngcd,rptincgamingcd,operatehosptlcd,hospaudfinstmtcd,rptgrntstogovtcd,rptgrntstoindvcd,rptyestocompnstncd,txexmptbndcd,invstproceedscd,maintescrwaccntcd,actonbehalfcd,engageexcessbnftcd,awarexcessbnftcd,loantofficercd,grantoofficercd,dirbusnreltdcd,fmlybusnreltdcd,servasofficercd,recvnoncashcd,recvartcd,ceaseoperationscd,sellorexchcd,ownsepentcd,reltdorgcd,intincntrlcd,orgtrnsfrcd,conduct5percentcd,compltschocd,f1096cnt,fw2gcnt,wthldngrulescd,noemplyeesw3cnt,filerqrdrtnscd,unrelbusinccd,filedf990tcd,frgnacctcd,prohibtdtxshltrcd,prtynotifyorgcd,filedf8886tcd,solicitcntrbcd,exprstmntcd,providegoodscd,notfydnrvalcd,filedf8282cd,f8282cnt,fndsrcvdcd,premiumspaidcd,filedf8899cd,filedf1098ccd,excbushldngscd,s4966distribcd,distribtodonorcd,initiationfees,grsrcptspublicuse,grsincmembers,grsincother,filedlieuf1041cd,txexmptint,qualhlthplncd,qualhlthreqmntn,qualhlthonhnd,rcvdpdtngcd,filedf720cd,totreprtabled,totcomprelatede,totestcompf,noindiv100kcnt,nocontractor100kcnt,totcntrbgfts,prgmservcode2acd,totrev2acola,prgmservcode2bcd,totrev2bcola,prgmservcode2ccd,totrev2ccola,prgmservcode2dcd,totrev2dcola,prgmservcode2ecd,totrev2ecola,totrev2fcola,totprgmrevnue,invstmntinc,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,rntlexpnsreal,rntlexpnsprsnl,rntlincreal,rntlincprsnl,netrntlinc,grsalesecur,grsalesothr,cstbasisecur,cstbasisothr,gnlsecur,gnlsothr,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,grsalesinvent,lesscstofgoods,netincsales,miscrev11acd,miscrevtota,miscrev11bcd,miscrevtot11b,miscrev11ccd,miscrevtot11c,miscrevtot11d,miscrevtot11e,totrevenue,grntstogovt,grnsttoindiv,grntstofrgngovt,benifitsmembrs,compnsatncurrofcr,compnsatnandothr,othrsalwages,pensionplancontrb,othremplyeebenef,payrolltx,feesforsrvcmgmt,legalfees,accntingfees,feesforsrvclobby,profndraising,feesforsrvcinvstmgmt,feesforsrvcothr,advrtpromo,officexpns,infotech,royaltsexpns,occupancy,travel,travelofpublicoffcl,converconventmtng,interestamt,pymtoaffiliates,deprcatndepletn,insurance,othrexpnsa,othrexpnsb,othrexpnsc,othrexpnsd,othrexpnse,othrexpnsf,totfuncexpns,nonintcashend,svngstempinvend,pldgegrntrcvblend,accntsrcvblend,currfrmrcvblend,rcvbldisqualend,notesloansrcvblend,invntriesalesend,prepaidexpnsend,lndbldgsequipend,invstmntsend,invstmntsothrend,invstmntsprgmend,intangibleassetsend,othrassetsend,totassetsend,accntspayableend,grntspayableend,deferedrevnuend,txexmptbndsend,escrwaccntliabend,paybletoffcrsend,secrdmrtgsend,unsecurednotesend,othrliabend,totliabend,unrstrctnetasstsend,temprstrctnetasstsend,permrstrctnetasstsend,capitalstktrstend,paidinsurplusend,retainedearnend,totnetassetend,totnetliabastend,nonpfrea,totnooforgscnt,totsupport,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,pubsuppsubtot170,exceeds2pct170,pubsupplesspct170,samepubsuppsubtot170,grsinc170,netincunreltd170,othrinc170,totsupp170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,grsrcptsactivities509,txrevnuelevied509,srvcsval509,pubsuppsubtot509,rcvdfrmdisqualsub509,exceeds1pct509,subtotpub509,pubsupplesub509,samepubsuppsubtot509,grsinc509,unreltxincls511tx509,subtotsuppinc509,netincunrelatd509,othrinc509,totsupp509,...247,...248,...249,...250,...251
043140205,Balletrox Inc.,Jamaica Plain,MA,United States,PC,E,202006,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,2,0,N,9,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,304125,711120,79768,711120,34882,711120,4752,NA,0,NA,0,0,119402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,423527,0,63900,0,0,0,0,165882,0,13423,17814,0,0,5775,0,0,0,9861,2385,18214,0,0,13200,0,0,0,0,0,1028,2789,3328,170,0,0,0,0,317769,135452,43025,25797,5980,0,0,0,0,0,514,0,0,0,0,0,210768,0,0,534,0,0,0,0,0,0,534,0,0,0,0,0,0,210234,210768,07,0,0,923102,0,0,923102,272053,651049,923102,0,0,0,923102,561182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
742371103,Ballet San Antonio,San Antonio,TX,United States,PC,E,201906,03,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,19,0,N,40,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,70950,0,0,0,0,529280,711190,783917,NA,0,NA,0,NA,0,NA,0,0,783917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113601,64360,49241,0,0,0,44547,21583,22964,711190,5675,NA,0,NA,0,0,5675,1391077,0,0,0,0,61635,0,348546,0,22086,30997,0,0,3750,0,0,0,20631,79214,165,0,0,16889,0,0,0,1532,0,2342,13108,640003,9593,10337,24206,0,16709,1301743,10762,0,20300,0,0,0,0,11711,0,7200,0,0,0,0,0,49973,52696,0,25319,0,0,117595,0,17414,1397,214421,-195587,31139,0,0,0,0,-164448,49973,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3036045,4304195,0,0,0,7340240,651900,0,651900,6688340,7340240,0,0,0,0,41093,7381333,NA,NA,NA,NA,NA
133235682,Ballet School of New York Inc.,New York,NY,United States,PC,E,201912,03,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,Y,23,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,35917,0,0,0,0,0,611600,267376,NA,0,NA,0,NA,0,NA,0,0,267376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531190,468,NA,0,NA,0,0,468,267844,0,0,0,0,35917,0,59393,0,0,7798,35000,0,14560,0,0,0,1941,7298,4051,540,0,64060,750,0,0,1500,0,14720,2427,7539,8988,1770,2158,0,846,271256,0,0,0,0,0,0,0,0,14775,89600,0,0,0,0,8866,113241,2695,0,38810,0,0,14800,0,0,2130,58435,0,0,0,0,0,0,54806,113241,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
061517402,Ballet School of Stamford,Stamford,CT,United States,PC,E,201906,03,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,N,0,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,39455,NA,21335,NA,2999,NA,0,NA,0,NA,0,0,24334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,63789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,1093,0,0,0,0,0,0,0,0,3532,673,36593,22675,1970,69,0,0,67155,-3725,0,0,0,0,0,0,0,0,25598,0,0,0,0,0,21873,2828,0,0,0,0,2500,0,10000,6600,21928,-55,0,0,0,0,0,-55,21873,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314357,831366,0,0,0,1145723,0,0,0,1145723,1145723,0,0,0,0,0,1145723,NA,NA,NA,NA,NA
570658124,Ballet Spartanburg Inc.,Spartanburg,SC,United States,PC,E,202006,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,29,0,Y,24,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,62292,0,0,0,0,434988,611600,179678,711300,133401,711300,76540,NA,48899,NA,0,0,438518,2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,876334,0,1762,0,0,62292,0,331790,0,3388,30147,0,0,18307,0,0,0,0,42916,1266,0,0,113778,4279,0,0,0,0,6664,5709,80078,31893,11333,8964,0,18326,772892,261706,0,0,10799,0,0,0,0,2704,14965,0,0,0,0,463993,754167,12519,0,91817,0,0,0,0,0,0,104336,0,0,0,0,0,0,649831,754167,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1377515,2184504,64997,0,0,3627016,0,0,0,3627016,3627016,27324,0,27324,0,0,3654340,NA,NA,NA,NA,NA
813872831,Ballet Sun Valley Inc.,Sun Valley,ID,United States,PC,E,201912,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,41,0,Y,0,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,9835,0,0,0,0,528052,711130,310850,900099,2788,NA,0,NA,0,NA,0,0,313638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94688,94688,0,9675,10588,-913,0,0,0,NA,0,NA,0,NA,0,0,0,840777,15000,0,0,0,0,0,0,0,0,0,37990,9835,8785,0,0,0,332952,135522,6062,0,0,43160,270089,0,0,0,0,1753,11676,12766,10998,6450,4139,0,11512,918689,243125,0,0,15126,0,0,0,0,2569,5620,0,0,0,0,0,266440,11572,0,0,0,0,0,0,0,8548,20120,0,0,0,0,0,0,246320,266440,07,0,0,1867465,0,0,1867465,613332,1254133,1867465,0,0,-560,1866905,1025467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
061537525,Ballet Theatre Company,West Hartford,CT,United States,PC,E,201912,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,34,0,N,2,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,85301,NA,253495,NA,90214,NA,12714,NA,12633,NA,0,0,369056,1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,455438,0,0,0,0,72023,0,106409,0,2180,10796,0,0,4225,0,0,0,19511,33970,16768,0,0,73095,6476,0,0,0,0,10699,8547,49241,41017,18485,10217,0,12488,496147,74224,0,0,0,0,0,0,0,0,108520,19743,0,0,0,0,202487,9796,0,0,0,0,0,0,0,0,9796,0,0,0,0,0,0,192691,202487,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349068,1500467,0,0,0,1849535,0,0,0,1849535,1849535,3180,0,3180,0,0,1852715,NA,NA,NA,NA,NA
131882106,Ballet Theatre Foundation Inc.,New York,NY,United States,PC,E,201912,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,142,0,Y,779,Y,N,N,N,N,N,N,N,N,Y,Y,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,2406097,0,138925,43,19,22278176,711120,17407142,611710,5397937,611710,447378,711120,215419,711120,53402,216781,23738059,789455,0,14315,0,0,0,0,0,0,0,8276531,0,8103381,0,173150,0,173150,1094291,1094291,0,0,0,0,68699,68498,201,900099,159690,NA,0,NA,0,0,159690,47153046,0,653277,138574,0,1369193,0,19280890,864769,3783376,1968465,0,61268,58958,0,418734,116728,797913,2513522,418502,125319,301737,1286168,2287824,0,0,553047,0,2080666,137437,6378769,1253460,789712,397775,0,966746,49002829,3613230,5754339,11592860,864944,0,0,0,72021,4665001,6679044,24202403,0,0,0,3138903,60582745,4840359,0,1804758,0,0,0,7989945,0,0,14635062,0,0,0,0,0,0,45947683,60582745,07,0,0,111012107,0,0,111012107,11542535,99469572,111012107,4645623,0,736771,116394501,125229080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
943417247,Ballet Theatre of Des Moines,Wdm,IA,United States,PC,E,201906,03,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,24,0,N,14,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,292411,711120,350690,711120,16475,NA,0,NA,0,NA,0,0,367165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43885,22965,20920,NA,0,NA,0,NA,0,0,0,680496,0,0,0,0,0,0,124606,0,0,4286,0,0,0,0,0,0,33650,42525,0,0,0,82478,3575,0,0,0,0,3935,12529,139396,78971,65112,14045,0,17245,622353,217498,0,0,17300,0,0,0,0,0,14594,0,0,0,0,0,249392,2674,0,6007,0,0,0,0,0,2583,11264,208270,29858,0,0,0,0,238128,249392,07,0,0,1418895,0,0,1418895,0,1418895,1418895,4690,0,0,1423585,1740685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
611329176,Ballet Theatre of Lexington Inc.,Lexington,KY,United States,PC,E,201906,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,10,0,N,11,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,41641,NA,186350,NA,69919,NA,2474,NA,0,NA,0,0,258743,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,300620,0,0,0,0,0,0,142418,0,15683,11473,0,0,7050,0,0,0,0,2672,4769,0,0,35746,5475,0,0,0,0,2211,2659,53822,25333,17167,4006,0,7613,338097,66474,0,0,0,0,0,0,0,0,10757,0,0,0,0,0,77231,0,0,0,0,0,0,0,0,3512,3512,73718,0,0,0,0,0,73718,77230,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290620,1439644,28581,0,0,1758845,16739,0,16739,1742106,1758845,70,0,70,0,0,1758915,NA,NA,NA,NA,NA
611329176,Ballet Theatre of Lexington Inc.,Lexington,KY,United States,PC,E,202006,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4,0,N,12,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,48927,0,0,0,0,49470,611610,134190,711120,154138,611610,14526,NA,0,NA,0,0,302854,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,352464,0,0,0,0,0,0,174026,0,18510,16054,0,0,3025,0,0,0,0,263,6024,0,0,39255,982,0,0,0,0,2624,3290,34311,11107,5885,121,0,20623,336100,124335,0,0,0,0,0,0,0,0,9592,0,0,0,0,0,133927,0,0,0,0,0,0,0,39100,4744,43844,0,0,0,0,0,0,90083,133927,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266778,1513806,43107,0,0,1823691,0,0,0,1823691,1823691,599,0,599,0,0,1824290,NA,NA,NA,NA,NA
341772850,Ballet Theatre of Ohio,Munroe Falls,OH,United States,PC,E,201906,03,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,11,0,Y,6,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,56500,0,0,0,0,52442,711190,395287,NA,0,NA,0,NA,0,NA,0,0,395287,4562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73013,39446,33567,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,485858,0,0,0,0,0,0,121430,0,17204,10440,0,0,0,0,0,0,0,50737,0,0,0,86060,0,0,0,0,0,9819,0,95667,23524,5199,109340,0,0,529420,98906,0,0,0,0,0,0,0,0,25590,0,0,0,0,139049,263545,0,0,0,0,0,0,0,0,0,0,124496,139049,0,0,0,0,263545,263545,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273019,1655188,37237,0,0,1965444,0,0,0,1965444,1965444,25595,0,25595,0,111323,2102362,NA,NA,NA,NA,NA
203109062,Ballet Theatre of Toledo Inc.,Holland,OH,United States,PC,E,202006,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,9,0,N,8,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,54575,0,0,0,0,61701,711120,117363,711120,83742,NA,6123,NA,0,NA,0,0,207228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711300,3630,NA,0,NA,0,0,3630,272559,0,0,0,0,91430,0,18889,0,5547,8608,0,0,0,0,0,0,2573,1067,0,0,0,89939,789,0,1000,0,0,3696,0,19091,7230,7220,3831,0,20246,281156,63353,0,0,24,0,0,0,0,3749,12491,0,0,0,0,300,79917,14983,0,7016,0,0,0,23500,0,0,45499,0,0,0,0,0,0,34418,79917,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,248651,1200006,1400,0,0,1450057,0,0,0,1450057,1450057,0,0,0,15820,0,1465877,NA,NA,NA,NA,NA
870264274,Ballet West,Salt Lake Cty,UT,United States,PC,P,201807,03,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,65,0,Y,560,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,40239,0,0,0,0,160294,NA,1182133,NA,0,NA,0,NA,0,NA,0,0,1182133,4402,0,0,0,1500,0,0,0,1500,1500,526239,0,500000,0,26239,0,26239,0,0,0,0,0,0,14978,0,14978,NA,0,NA,0,NA,0,0,0,1389546,0,0,0,0,40239,0,258153,0,63756,27916,22630,0,0,0,0,0,1809,12843,5514,0,47053,85470,16145,0,0,8066,0,35727,4711,477618,97907,7006,5055,11052,0,1228670,0,-5806,3057774,32834,0,0,0,0,370915,4256284,1782106,0,0,0,771312,10265419,1064694,0,534803,0,0,0,4210250,0,689282,6499029,-68469,1699308,2135551,0,0,0,3766390,10265419,07,0,0,24882755,0,0,24882755,0,24882755,24882755,83434,0,0,24966189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
870264274,Ballet West,Salt Lake Cty,UT,United States,PC,P,201907,03,Y,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,84,0,Y,524,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,613968,0,32149,3,0,5505338,NA,3466740,NA,3235941,NA,648745,NA,0,NA,0,0,7351426,34164,0,0,0,126682,0,0,0,126682,126682,0,0,0,0,0,0,0,0,0,0,0,0,0,263577,152443,111134,NA,396238,NA,0,NA,0,0,396238,13524982,0,0,0,0,646117,0,5141493,0,1178855,477892,0,0,23663,0,0,0,16559,355097,54439,0,197526,824696,519760,0,0,110432,0,502722,66952,828668,647571,595555,246183,837143,0,13271323,0,80473,974151,2010325,0,0,0,0,507436,4140221,1830147,0,0,0,790350,10333103,655592,0,957039,0,0,0,4195866,0,591061,6399558,-329919,2122563,2140901,0,0,0,3933545,10333103,07,0,0,29205960,0,0,29205960,13617,29192343,29205960,113196,0,0,29319156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
870264274,Ballet West,Salt Lake Cty,UT,United States,PC,E,202007,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,65,0,Y,541,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,690475,0,26667,4,0,5372770,NA,2660693,NA,653436,NA,2874263,NA,0,NA,0,0,6188392,38464,0,0,0,183940,0,0,0,183940,183940,0,0,0,0,0,0,0,0,0,0,0,0,0,233321,141308,92013,NA,92890,NA,0,NA,0,0,92890,11968469,0,0,0,0,717142,0,5102296,0,1078863,453994,155191,125796,37600,0,0,0,0,520513,101396,0,83277,808446,494014,0,6464,93177,0,515415,65586,598306,458744,391677,270135,0,778565,12856597,0,333391,564463,1521869,0,0,0,0,445645,4039134,1989343,0,0,0,863520,9757365,656873,0,915973,0,0,0,4464071,0,594912,6631829,0,0,0,0,0,0,3125536,9757365,07,0,0,28578348,0,0,28578348,25422,28552926,28578348,150530,0,0,28728878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
341282499,Ballet Western Reserve Inc.,Youngstown,OH,United States,PC,E,201906,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,N,18,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,37372,711110,133873,711110,109216,NA,0,NA,0,NA,0,0,243089,0,0,0,21000,0,0,0,21000,0,21000,0,0,0,0,0,0,0,18701,5487,13214,0,0,0,0,0,0,NA,1278,NA,0,NA,0,0,1278,315953,0,0,0,0,0,0,118985,0,0,13108,0,0,6029,0,0,0,1404,13686,11186,0,0,25021,0,0,368,696,0,12660,5831,22194,12275,7138,4621,0,10839,266041,69257,0,0,4339,0,0,0,0,0,243938,0,0,0,0,0,317534,4000,0,0,0,0,0,22788,0,851,27639,289895,0,0,0,0,0,289895,317534,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
237431869,Ballet Wichita Inc.,Wichita,KS,United States,PC,E,201906,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,25,0,Y,3,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,114938,711120,170399,711120,34612,711120,18560,711120,16250,711120,8679,8310,256810,0,0,0,100,0,0,0,100,0,100,0,0,0,0,0,0,0,3396,2267,1129,0,0,0,8372,3644,4728,711120,70,NA,0,NA,0,0,70,377775,0,0,0,0,0,0,94520,0,14514,7150,0,990,8199,0,0,0,9966,11357,4562,0,0,67181,20930,0,0,476,0,1557,7951,56522,18550,17378,11129,0,33445,386377,24724,0,0,0,0,0,0,0,0,29242,0,0,0,0,0,53966,42,0,0,0,0,0,0,17035,0,17077,36889,0,0,0,0,0,36889,53966,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384209,986817,64014,0,0,1435040,71902,0,71902,1363138,1435040,25495,0,25495,0,0,1460535,NA,NA,NA,NA,NA
411787932,Ballet Works Inc.,Minneapolis,MN,United States,PC,E,201906,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,18,0,Y,23,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,78000,0,0,0,0,384266,711120,134161,711120,95276,532000,23099,NA,0,NA,0,0,252536,609,0,0,0,0,0,0,0,0,0,0,60000,0,84379,0,-24379,-24379,81800,0,81800,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,694832,0,0,0,0,78000,0,351374,0,44477,53032,0,0,9631,0,0,0,48403,12640,1813,0,0,54331,54753,0,0,2899,0,5460,1801,24821,10832,7396,7182,0,11958,780803,43374,0,110000,38053,0,0,0,0,1921,4229,52819,0,0,1338,0,251734,1471,0,0,0,0,0,0,0,28000,29471,59444,162819,0,0,0,0,222263,251734,07,0,0,2549029,0,0,2549029,1005799,1543230,2549029,17500,0,0,2566529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
