ein,company_name,city,state,country,deductability_code,efile,tax_pd,subseccd,s501c3or4947a1cd,schdbind,politicalactvtscd,lbbyingactvtscd,subjto6033cd,dnradvisedfundscd,prptyintrcvdcd,maintwrkofartcd,crcounselingqstncd,hldassetsintermpermcd,rptlndbldgeqptcd,rptinvstothsecd,rptinvstprgrelcd,rptothasstcd,rptothliabcd,sepcnsldtfinstmtcd,sepindaudfinstmtcd,inclinfinstmtcd,operateschools170cd,frgnofficecd,frgnrevexpnscd,frgngrntscd,frgnaggragrntscd,rptprofndrsngfeescd,rptincfnndrsngcd,rptincgamingcd,operatehosptlcd,hospaudfinstmtcd,rptgrntstogovtcd,rptgrntstoindvcd,rptyestocompnstncd,txexmptbndcd,invstproceedscd,maintescrwaccntcd,actonbehalfcd,engageexcessbnftcd,awarexcessbnftcd,loantofficercd,grantoofficercd,dirbusnreltdcd,fmlybusnreltdcd,servasofficercd,recvnoncashcd,recvartcd,ceaseoperationscd,sellorexchcd,ownsepentcd,reltdorgcd,intincntrlcd,orgtrnsfrcd,conduct5percentcd,compltschocd,f1096cnt,fw2gcnt,wthldngrulescd,noemplyeesw3cnt,filerqrdrtnscd,unrelbusinccd,filedf990tcd,frgnacctcd,prohibtdtxshltrcd,prtynotifyorgcd,filedf8886tcd,solicitcntrbcd,exprstmntcd,providegoodscd,notfydnrvalcd,filedf8282cd,f8282cnt,fndsrcvdcd,premiumspaidcd,filedf8899cd,filedf1098ccd,excbushldngscd,s4966distribcd,distribtodonorcd,initiationfees,grsrcptspublicuse,grsincmembers,grsincother,filedlieuf1041cd,txexmptint,qualhlthplncd,qualhlthreqmntn,qualhlthonhnd,rcvdpdtngcd,filedf720cd,totreprtabled,totcomprelatede,totestcompf,noindiv100kcnt,nocontractor100kcnt,totcntrbgfts,prgmservcode2acd,totrev2acola,prgmservcode2bcd,totrev2bcola,prgmservcode2ccd,totrev2ccola,prgmservcode2dcd,totrev2dcola,prgmservcode2ecd,totrev2ecola,totrev2fcola,totprgmrevnue,invstmntinc,txexmptbndsproceeds,royaltsinc,grsrntsreal,grsrntsprsnl,rntlexpnsreal,rntlexpnsprsnl,rntlincreal,rntlincprsnl,netrntlinc,grsalesecur,grsalesothr,cstbasisecur,cstbasisothr,gnlsecur,gnlsothr,netgnls,grsincfndrsng,lessdirfndrsng,netincfndrsng,grsincgaming,lessdirgaming,netincgaming,grsalesinvent,lesscstofgoods,netincsales,miscrev11acd,miscrevtota,miscrev11bcd,miscrevtot11b,miscrev11ccd,miscrevtot11c,miscrevtot11d,miscrevtot11e,totrevenue,grntstogovt,grnsttoindiv,grntstofrgngovt,benifitsmembrs,compnsatncurrofcr,compnsatnandothr,othrsalwages,pensionplancontrb,othremplyeebenef,payrolltx,feesforsrvcmgmt,legalfees,accntingfees,feesforsrvclobby,profndraising,feesforsrvcinvstmgmt,feesforsrvcothr,advrtpromo,officexpns,infotech,royaltsexpns,occupancy,travel,travelofpublicoffcl,converconventmtng,interestamt,pymtoaffiliates,deprcatndepletn,insurance,othrexpnsa,othrexpnsb,othrexpnsc,othrexpnsd,othrexpnse,othrexpnsf,totfuncexpns,nonintcashend,svngstempinvend,pldgegrntrcvblend,accntsrcvblend,currfrmrcvblend,rcvbldisqualend,notesloansrcvblend,invntriesalesend,prepaidexpnsend,lndbldgsequipend,invstmntsend,invstmntsothrend,invstmntsprgmend,intangibleassetsend,othrassetsend,totassetsend,accntspayableend,grntspayableend,deferedrevnuend,txexmptbndsend,escrwaccntliabend,paybletoffcrsend,secrdmrtgsend,unsecurednotesend,othrliabend,totliabend,unrstrctnetasstsend,temprstrctnetasstsend,permrstrctnetasstsend,capitalstktrstend,paidinsurplusend,retainedearnend,totnetassetend,totnetliabastend,nonpfrea,totnooforgscnt,totsupport,gftgrntsrcvd170,txrevnuelevied170,srvcsval170,pubsuppsubtot170,exceeds2pct170,pubsupplesspct170,samepubsuppsubtot170,grsinc170,netincunreltd170,othrinc170,totsupp170,grsrcptsrelated170,totgftgrntrcvd509,grsrcptsadmissn509,grsrcptsactivities509,txrevnuelevied509,srvcsval509,pubsuppsubtot509,rcvdfrmdisqualsub509,exceeds1pct509,subtotpub509,pubsupplesub509,samepubsuppsubtot509,grsinc509,unreltxincls511tx509,subtotsuppinc509,netincunrelatd509,othrinc509,totsupp509,...247,...248,...249,...250,...251
741394920,Houston Ballet Foundation,Houston,TX,United States,PC,E,201906,03,Y,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,Y,110,0,Y,530,Y,N,N,N,N,N,N,N,N,Y,Y,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,1643998,0,171925,11,11,15033629,711120,9469351,711120,4365764,NA,0,NA,0,NA,0,0,13835115,1813613,0,0,0,0,0,0,0,0,0,10008570,0,8915253,0,1093317,0,1093317,428740,488072,-59332,0,0,0,0,0,0,711120,25780,711120,592377,711120,546413,226119,1390689,33107031,0,0,0,0,1724607,0,13555035,714027,2377593,1634449,7500,4433,56825,0,0,263017,0,2746346,2538951,324744,245162,1675662,527981,0,0,0,30070,3287369,386909,1195000,537969,338190,267270,0,574568,35013677,0,16864899,3647754,32998,0,0,0,0,1196930,42804376,70536129,7193745,0,0,0,142276831,1662577,0,5980662,0,0,0,0,0,0,7643239,96278548,2857593,35497451,0,0,0,134633592,142276831,07,0,0,63408937,0,0,63408937,2644130,60764807,63408937,6937678,0,11775147,82121762,69667203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
203410912,Imagine Ballet Theatre Inc.,Bountiful,UT,United States,PC,E,201912,03,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,N,0,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,5000,0,0,0,0,126214,NA,93496,NA,11600,NA,1500,NA,0,NA,0,0,106596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,15468,2532,0,0,0,15865,6688,9177,NA,0,NA,0,NA,0,0,0,244519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18023,5786,16633,0,0,55588,18261,0,0,0,0,0,0,54692,33080,24749,13615,0,18027,258454,8299,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,33299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33299,33299,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469221,441382,0,0,0,910603,0,0,0,910603,910603,0,0,0,125125,0,1035728,NA,NA,NA,NA,NA
272928161,Indiana Ballet Conservatory Inc.,Carmel,IN,United States,PC,E,201907,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,18,0,Y,11,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,37184,711120,465328,711120,211768,NA,0,NA,0,NA,0,0,677096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1325,0,1325,0,0,0,0,0,0,711120,2360,711120,135,NA,0,0,2495,718100,0,0,0,0,0,0,357282,0,0,27515,0,0,1063,0,0,0,12980,19665,18136,0,0,95368,0,0,0,0,0,7326,0,146980,20386,710,0,0,0,707411,33643,129,0,10534,0,0,0,0,0,53968,0,0,0,0,0,98274,13237,0,10524,0,0,0,0,0,0,23761,74513,0,0,0,0,0,74513,98274,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270981,3117295,0,0,0,3388276,0,0,0,3388276,3388276,85,0,85,0,57672,3446033,NA,NA,NA,NA,NA
351846477,Indiana Ballet Theatre Nw Inc.,Merrillville,IN,United States,PC,E,201912,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,15,0,N,19,Y,N,N,N,N,N,N,N,N,Y,Y,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,32825,0,0,0,0,97523,711110,188074,711110,90295,711110,1451,NA,0,NA,0,0,279820,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102044,43186,58858,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,436478,0,0,0,0,32825,0,81097,0,0,9231,0,0,1935,0,0,0,7910,30766,6810,0,0,47998,1820,0,0,0,0,198,7288,54169,23975,15508,13487,0,3887,338904,169787,0,0,82100,0,0,0,0,0,576453,0,0,0,0,0,828340,455,0,0,0,0,0,0,0,16837,17292,0,0,0,0,0,0,811048,828340,07,0,0,838979,0,0,838979,0,838979,838979,314,0,0,839293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
342066059,Indianapolis Ballet Inc.,Indianapolis,IN,United States,PC,E,201907,03,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,23,0,N,45,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,63760,0,0,0,0,415426,711190,510025,711190,367890,NA,0,NA,0,NA,0,0,877915,4004,0,0,1560,0,0,0,1560,0,1560,0,0,0,0,0,0,0,70802,0,70802,0,0,0,25346,10658,14688,900099,8561,NA,0,NA,0,0,8561,1392956,0,39978,0,0,63760,0,587752,0,42245,62315,0,0,14834,0,0,0,187467,96423,51075,0,0,224551,0,0,1802,0,0,5175,6809,30094,19649,19185,18691,0,64199,1536004,628433,0,2919,83667,0,0,0,15236,13244,16345,0,0,0,0,4080,763924,9293,0,58703,0,0,0,0,0,-1235,66761,0,0,0,0,0,697163,697163,763924,07,0,0,1842691,0,0,1842691,0,1842691,1842691,6976,0,247976,2097643,1782167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
342066059,Indianapolis Ballet Inc.,Indianapolis,IN,United States,PC,E,202007,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,8,0,N,43,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,957383,711190,393341,711190,236207,NA,0,NA,0,NA,0,0,629548,1759,0,0,1737,0,0,0,1737,0,1737,0,0,0,0,0,0,0,119279,0,119279,0,0,0,13235,10501,2734,900099,4495,NA,0,NA,0,0,4495,1716935,0,43486,0,0,58275,0,492662,0,62449,99078,0,1681,6075,0,0,0,174234,121434,49124,0,0,185116,6827,0,1030,0,0,4395,7096,33431,32056,16053,10109,0,38951,1443562,1118602,0,0,34965,0,0,0,13641,11747,10344,0,0,0,0,4080,1193379,17502,0,54840,0,0,0,0,0,150501,222843,0,0,0,0,0,970536,970536,1193379,07,0,0,2535284,0,0,2535284,0,2535284,2535284,8221,0,315050,2858555,2431182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
352211134,Inland Valley Classical Ballet Theater,Temecula,CA,United States,PC,E,201912,03,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,N,0,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,0,711120,227881,NA,0,NA,0,NA,0,NA,0,0,227881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,227881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2372,4650,865,0,0,53310,0,0,0,0,0,1152,600,65870,19989,9946,8000,0,25440,192194,49336,0,0,0,0,0,0,0,0,32531,0,0,0,0,0,81867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81867,81867,07,0,0,4932,0,0,4932,0,4932,4932,0,0,0,4932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
460536088,Integral Ballet School Inc.,Merrick,NY,United States,PC,E,201912,03,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,870,0,Y,10,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,29000,0,0,0,0,0,611610,183322,611610,61108,NA,0,NA,0,NA,0,0,244430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,244430,0,0,0,0,29000,0,31932,0,982,5051,0,263,2275,0,0,0,11399,3970,9813,0,0,86186,182,0,350,1007,0,1030,590,20061,10692,8196,8184,0,12120,243283,7543,0,0,0,0,0,0,0,0,16518,0,0,0,0,1088,25149,0,0,0,0,0,908,0,0,3976,4884,0,0,0,0,0,20265,20265,25149,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
470935533,International Ballet,Greer,SC,United States,PC,E,202006,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,13,0,Y,20,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,51263,0,0,0,0,257329,711120,286807,711190,156124,NA,0,NA,0,NA,0,0,442931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34325,24938,9387,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,709647,0,0,0,37485,50263,0,221574,0,0,21026,4710,5340,1825,0,0,0,23092,33087,25349,0,0,163320,3720,0,0,0,0,14662,0,141890,4643,0,0,0,0,751986,0,56061,0,0,0,0,0,0,0,270951,0,0,0,61250,3000,391262,22452,0,15541,0,0,56250,68500,0,0,162743,0,0,0,0,0,0,228519,391262,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,802561,1074693,0,0,0,1877254,0,0,0,1877254,1877254,0,0,0,0,0,1877254,NA,NA,NA,NA,NA
651037406,International Ballet Company,Sunrise,FL,United States,PC,E,201912,03,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,13,0,N,0,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,0,711120,111860,711120,81971,NA,0,NA,0,NA,0,0,193831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711120,3385,711120,2078,NA,0,0,5463,199294,0,0,0,0,0,0,0,0,0,0,0,0,4215,0,0,0,69479,20820,13833,0,0,25376,2424,0,0,0,0,3219,0,14432,7163,4571,3500,0,56962,225994,35962,0,0,0,0,0,8015,0,0,9426,0,0,0,0,0,53403,27255,0,0,0,0,0,0,396,0,27651,0,0,0,0,0,25752,25752,53403,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
260021534,International Ballet Theatre,Bellevue,WA,United States,PC,E,201912,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,17,0,Y,0,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,110335,711120,215985,711120,60875,NA,0,NA,0,NA,0,0,276860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9682,3750,5932,NA,0,NA,0,NA,0,0,0,393127,0,0,0,0,0,0,0,0,0,0,0,500,2400,0,0,0,0,40871,0,0,0,0,0,0,0,339,0,250,1562,77100,44300,35821,29192,0,144100,376435,104382,0,0,0,0,0,0,0,0,6115,0,0,0,0,0,110497,1686,0,0,0,0,0,0,0,19900,21586,0,0,0,0,0,0,88911,110497,07,0,0,161430,0,0,161430,0,161430,161430,0,0,0,161430,1375400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
272033976,International Rhythmic Gymnastics and Ballet,Renton,WA,United States,PC,E,201912,03,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,N,1,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,14224,0,0,0,0,39313,111111,177782,NA,0,NA,0,NA,0,NA,0,0,177782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211111,1774,NA,0,NA,0,0,1774,218869,0,0,0,0,14224,0,0,0,0,5235,0,1210,1200,0,0,0,0,1300,672,0,0,24263,2902,0,14840,0,0,0,633,499,47888,7808,2855,0,36754,162283,98765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98765,0,0,0,0,0,0,0,0,0,0,0,0,0,98765,0,0,98765,98765,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155065,0,0,0,0,155065,0,0,0,155065,155065,0,0,0,0,0,155065,NA,NA,NA,NA,NA
251409978,Johnstown Concert Ballet,Johnstown,PA,United States,PC,E,202008,03,Y,N,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,Y,0,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,20677,NA,14400,NA,0,NA,0,NA,0,NA,0,0,14400,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37677,26250,11427,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,46793,0,0,0,0,0,0,0,0,0,0,0,1364,166,0,0,0,0,0,50,0,0,2897,0,0,0,0,0,2547,6984,407,3926,1193,155,0,0,19689,319353,0,0,0,0,0,0,0,0,104047,0,0,0,0,59980,483380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,483380,483380,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423138,245865,0,0,0,669003,0,0,0,669003,669003,606,0,606,0,0,669609,NA,NA,NA,NA,NA
436052680,Kansas City Ballet Association,Kansas City,MO,United States,PC,E,201906,03,Y,Y,N,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,Y,Y,N,N,Y,77,0,Y,209,Y,N,N,N,N,N,N,N,N,Y,Y,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,375041,0,13926,2,5,7586782,711110,3983970,616000,1611617,NA,0,NA,0,NA,0,0,5595587,199790,0,0,21697,1696,0,0,21697,1696,23393,1175393,38,653621,0,521772,38,521810,154191,229787,-75596,0,0,0,0,0,0,900099,144334,711190,-77775,NA,0,0,66559,13918325,0,209728,0,0,388967,0,3999647,25057,650450,373421,0,4069,39333,0,0,0,144075,575142,203169,36244,0,641456,101334,0,0,0,0,771035,47699,660499,422832,226380,190844,0,199518,9910899,0,1395724,4067611,0,0,0,0,0,419542,23587761,12287028,0,307225,0,167990,42232881,483382,0,974651,0,0,0,0,0,0,1458033,24785960,3050577,12938311,0,0,0,40774848,42232881,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50149212,26914559,0,0,0,77063771,3443552,0,3443552,73620219,77063771,944103,0,944103,60127,512981,78580982,NA,NA,NA,NA,NA
920037673,Ketchikan Theatre Ballet,Ketchikan,AK,United States,PC,E,201906,03,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,0,0,N,14,Y,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,9165,NA,133794,NA,57310,NA,10261,NA,8678,NA,3615,0,213658,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29987,2381,27606,21017,0,21017,0,0,0,NA,0,NA,0,NA,0,0,0,272061,0,0,0,0,0,0,132821,0,0,12373,0,0,0,0,0,0,25664,1603,5664,0,0,72135,12361,0,0,3879,0,3886,8202,13019,7022,5308,4573,0,14453,322963,26,115,0,847,0,0,0,0,0,7103,0,10856,0,0,0,18947,0,0,0,0,0,0,0,0,46873,46873,-27926,0,0,0,0,0,-27926,18947,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9165,210043,30020,0,0,249228,0,0,0,249228,249228,615,0,615,22207,0,272050,NA,NA,NA,NA,NA
621784135,Kingsport Ballet,Kingsport,TN,United States,PC,E,202006,03,Y,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,22,0,Y,2,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,103650,711120,118586,711120,43408,NA,0,NA,0,NA,0,0,161994,5,0,0,6359,0,0,0,6359,0,6359,0,0,0,0,0,0,0,31394,13287,18107,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,290115,0,0,0,0,0,0,118968,0,0,0,0,0,0,0,0,0,0,13563,2697,0,0,35033,1509,0,0,1209,0,11917,0,33871,17454,14293,13435,0,42572,306521,27503,0,0,1993,0,0,0,9101,0,37203,0,0,0,0,842,76642,27586,0,0,0,0,0,0,31600,0,59186,0,0,0,0,0,0,17456,76642,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621894,1119458,0,0,0,1741352,0,0,0,1741352,1741352,38793,0,38793,0,0,1780145,NA,NA,NA,NA,NA
521401919,Kintz Mejia Ballet Academy,Washington,DC,United States,PC,E,201912,03,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,0,0,N,0,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,0,711120,154111,NA,0,NA,0,NA,0,NA,0,0,154111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,154111,0,0,0,0,0,0,0,0,0,0,0,0,2600,0,0,0,600,263,472,0,0,52262,0,0,0,0,0,384,2141,34854,10192,9823,4119,0,8519,126229,127507,0,0,0,0,0,0,0,0,0,0,0,0,8589,300,136396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136396,136396,136396,02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
720937048,Lafayette Ballet Theatre,Lafayette,LA,United States,PC,E,201912,03,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,29,0,N,0,N,N,N,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,0,0,0,0,0,97127,NA,201213,NA,0,NA,0,NA,0,NA,0,0,201213,4240,0,0,18020,0,0,0,18020,0,18020,0,0,0,0,0,0,0,22761,0,22761,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,343361,0,0,0,0,0,0,0,0,0,0,0,6183,0,0,0,0,4667,0,0,0,0,0,2522,0,0,30586,0,26877,7749,93548,46412,27388,25912,0,38630,310474,414729,0,0,0,0,0,0,0,0,1175523,0,0,0,0,0,1590252,0,0,0,0,0,0,717905,0,0,717905,0,0,0,0,0,0,872347,1590252,09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613519,1165316,0,0,0,1778835,0,0,0,1778835,1778835,17311,0,17311,0,275533,2071679,NA,NA,NA,NA,NA
752436470,Lakecities Ballet Theatre,Lewisville,TX,United States,PC,E,201912,03,Y,Y,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,23,0,N,0,N,Y,Y,N,N,N,N,N,N,N,N,N,0,N,N,N,N,N,N,N,0,0,0,0,N,0,N,0,0,N,N,24367,0,0,0,0,153343,561499,68253,561499,3755,561499,2955,NA,0,NA,0,0,74963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19372,19372,0,0,0,0,0,0,0,NA,0,NA,0,NA,0,0,0,228306,0,0,0,0,0,0,0,0,0,0,33165,0,0,0,0,0,0,9052,12656,0,0,0,7706,0,0,0,0,0,1726,105929,60041,17978,665,0,500,249418,45442,0,0,0,0,0,0,0,0,0,0,0,0,0,11081,56523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56523,56523,56523,07,0,0,515829,0,0,515829,0,515829,515829,0,9575,0,525404,524180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA
